,token,tag
92653,بود,O
92654,.,O
92655,احتمالا,O
92656,این,O
92657,واژه,O
92658,را,O
92659,نخستین‌بار,O
92660,فیثاغورس,B-PER
92661,به‌کار,O
92662,برده‌است,O
92663,.,O
92664,معرفت‌شناسی,O
92665,،,O
92666,به,O
92667,بررسی,O
92668,روش‌های,O
92669,کسب,O
92670,دانش,B-ORG
92671,بررسی,O
92672,نظریه‌های,O
92673,کسب,O
92674,دانش,B-ORG
92675,در,B-DAT
92676,طول,I-DAT
92677,تاریخ,I-DAT
92678,،,O
92679,و,O
92680,سنجش,O
92681,اعتبار,O
92682,هرکدام,O
92683,از,O
92684,طرق,O
92685,کسب,O
92686,دانش,B-ORG
92687,می‌پردازد,O
92688,.,O
92689,زیبایی‌شناسی,O
92690,به,O
92691,زیبایی,O
92692,هنر,B-ORG
92693,لذت,O
92694,ارزش‌های,O
92695,حسی,O
92696,،,O
92697,عاطفی,O
92698,،,O
92699,ادراک,O
92700,و,O
92701,مسائل,O
92702,مربوط,O
92703,به,O
92704,ذوق,O
92705,و,O
92706,احساسات,O
92707,می‌پردازد,O
92708,.,O
92709,بسیاری,O
92710,از,O
92711,رشته‌های,O
92712,مطالعاتی,O
92713,نیز,O
92714,داری,O
92715,جستارهای,O
92716,فلسفی,O
92717,هستند,O
92718,که,O
92719,می‌توان,O
92720,به,O
92721,تاریخ,B-ORG
92722,منطق,O
92723,و,O
92724,ریاضیات,O
92725,اشاره,O
92726,نمود,O
92727,.,O
92728,مورخان,O
92729,فلسفه,O
92730,معمولا,O
92731,تاریخ,B-ORG
92732,فلسفه,I-ORG
92733,را,O
92734,به,O
92735,سه,B-DAT
92736,دوره,I-DAT
92737,یا,O
92738,بیشتر,O
92739,تقسیم,O
92740,می‌کنند,O
92741,مهم‌ترین,O
92742,آن‌ها,O
92743,فلسفه,O
92744,باستان,O
92745,،,O
92746,فلسفه,O
92747,قرون,O
92748,وسطی,O
92749,و,O
92750,فلسفه,O
92751,مدرن,O
92752,می‌باشند,O
92753,.,O
92754,اشکال,O
92755,آرمان‌گرایی,O
92756,در,O
92757,فلسفه,O
92758,از,B-DAT
92759,قرن,I-DAT
92760,هجدهم,I-DAT
92761,تا,I-DAT
92762,اوایل,I-DAT
92763,قرن,I-DAT
92764,بیستم,I-DAT
92765,رایج,O
92766,بوده‌است,O
92767,.,O
92768,اگزیستانسیالیسم,O
92769,اصطلاحی,O
92770,است,O
92771,که,O
92772,به,O
92773,کارهای,O
92774,تعدادی,O
92775,از,O
92776,فلاسفه,O
92777,اواخر,B-DAT
92778,قرن,I-DAT
92779,۱۹,I-DAT
92780,و,I-DAT
92781,۲۰,I-DAT
92782,اطلاق,O
92783,می‌شود,O
92784,که,O
92785,با,O
92786,وجود,O
92787,تفاوت‌های,O
92788,عمیق,O
92789,،,O
92790,بر,O
92791,این,O
92792,باور,O
92793,است,O
92794,که,O
92795,تفکر,O
92796,فلسفی,O
92797,با,O
92798,موضوع,O
92799,انسان,O
92800,آغاز,O
92801,می‌شود,O
92802,،,O
92803,البته,O
92804,صرفا,O
92805,نه,O
92806,موضوع,O
92807,تفکر,O
92808,،,O
92809,بلکه,O
92810,عمل,O
92811,کردن,O
92812,،,O
92813,احساس,O
92814,کردن,O
92815,و,O
92816,زندگی,O
92817,فردی,O
92818,انسان,O
92819,.,O
92820,ساختارگرایی,O
92821,که,O
92822,بوسیله,O
92823,زبان‌شناس,O
92824,سویسی,O
92825,فردینان,B-PER
92826,دوسوسور,I-PER
92827,بنیان‌گذاری,O
92828,شده,O
92829,،,O
92830,در,O
92831,پی,O
92832,روشن,O
92833,کردن,O
92834,سیستم‌هایی,O
92835,از,O
92836,نشانه‌ها,O
92837,از,O
92838,طریق,O
92839,تحلیل,O
92840,کردن,O
92841,گفتمان‌ها,O
92842,می‌باشد,O
92843,.,O
92844,علی‌اصغر,B-PER
92845,مصلح,I-PER
92846,فلسفه,O
92847,(,O
92848,نشریه,O
92849,),O
92850,سال,B-DAT
92851,۳۵,I-DAT
92852,،,O
92853,شماره,O
92854,۲,O
92855,،,O
92856,تابستان,B-DAT
92857,۱۳۸۶,I-DAT
92858,،,O
92859,صفحه,O
92860,۱۵,O
92861,.,O
92862,جواد,B-PER
92863,طباطبایی,I-PER
92864,درباره,O
92865,اصطلاح,O
92866,فلسفه,O
92867,مضاف,O
92868,می‌گوید,O
92869,:,O
92870,در,O
92871,ده‌بیست,O
92872,سال,B-DAT
92873,گذشته,I-DAT
92874,رایج,O
92875,شده,O
92876,که,O
92877,می‌گویند,O
92878,فلسفه‌های,O
92879,مضاف,O
92880,و,O
92881,فلسفه,O
92882,سیاست,O
92883,را,O
92884,جزو,O
92885,فلسفه‌های,O
92886,مضاف,O
92887,می‌دانند,O
92888,.,O
92889,در,B-DAT
92890,سالهای,I-DAT
92891,اخیر,I-DAT
92892,کلمات,O
92893,و,O
92894,ترکیبهای,O
92895,زشت,O
92896,و,O
92897,نابهنجار,O
92898,بسیاری,O
92899,کشف,O
92900,و,O
92901,جعل,O
92902,کردند,O
92903,و,O
92904,به‌کار,O
92905,می‌برند,O
92906,که,O
92907,این,O
92908,هم,O
92909,یکی,O
92910,از,O
92911,آنهاست,O
92912,.,O
92913,فلسفه,O
92914,مضاف,O
92915,نداریم,O
92916,،,O
92917,بلکه,O
92918,یک,O
92919,فلسفه,O
92920,داریم,O
92921,،,O
92922,وقتی,O
92923,به,O
92924,یونان,O
92925,برمی‌گردیم,O
92926,،,O
92927,در,B-DAT
92928,سالهای,I-DAT
92929,سقراطی,O
92930,و,O
92931,افلاطونی,O
92932,یک,O
92933,فلسفه,O
92934,بیشتر,O
92935,وجود,O
92936,ندارد,O
92937,و,O
92938,آن‌ها,O
92939,این,O
92940,تقسیم‌بندی,O
92941,این‌گونه‌ای,O
92942,را,O
92943,انجام,O
92944,ندادند,O
92945,.,O
92946,در,B-DAT
92947,سده,I-DAT
92948,ششم,I-DAT
92949,قبل,I-DAT
92950,از,O
92951,میلاد,B-PER
92952,مسیح,I-PER
92953,که,O
92954,فلسفه,O
92955,در,O
92956,یونان,O
92957,باستان,O
92958,پیدا,O
92959,شد,O
92960,،,O
92961,به,O
92962,همه,O
92963,مطالعات,O
92964,نظری,O
92965,فلسفه,O
92966,می‌گفتند,O
92967,،,O
92968,و,O
92969,فیلسوفان,O
92970,نخستین,O
92971,در,O
92972,موضوعاتی,O
92973,کاوش,O
92974,می‌کردند,O
92975,که,O
92976,اکنون,O
92977,باید,O
92978,آن‌ها,O
92979,را,O
92980,موضوعات,O
92981,علم,O
92982,به‌شمار,O
92983,آورد,O
92984,اما,O
92985,علوم,O
92986,گوناگون,O
92987,که,O
92988,به,O
92989,نتایجی,O
92990,رسیدند,O
92991,که,O
92992,درباره‌شان,O
92993,همرایی,O
92994,پدید,O
92995,آمد,O
92996,،,O
92997,از,O
92998,فلسفه,O
92999,جدا,O
93000,شدند,O
93001,و,O
93002,به,O
93003,رشته‌ای,O
93004,مستقل,O
93005,تبدیل,O
93006,گردیدند,O
93007,.,O
93008,تاریخ,B-ORG
93009,فلسفه,I-ORG
93010,به,O
93011,یک,O
93012,معنا,O
93013,خود,O
93014,موضوع,O
93015,فلسفه,O
93016,است,O
93017,:,O
93018,تاریخ,B-ORG
93019,فلسفه,I-ORG
93020,به,O
93021,سان,O
93022,تاریخ,O
93023,علوم,O
93024,زائده,O
93025,فرعی,O
93026,موضوع,O
93027,اصلی,O
93028,نیست,O
93029,.,O
93030,اما,O
93031,مطالعه,O
93032,فلسفه,O
93033,بیشتر,O
93034,مطالعه,O
93035,سیر,O
93036,داد‌و‌ستد,O
93037,اندیشه‌ها,O
93038,درباره,O
93039,موضوعات,O
93040,فلسفی,O
93041,است,O
93042,و,O
93043,همین,O
93044,داد‌و‌ستد,O
93045,اندیشه‌هاست,O
93046,که,O
93047,تاریخ,B-ORG
93048,فلسفه,I-ORG
93049,را,O
93050,تشکیل,O
93051,داده‌است,O
93052,.,O
93053,دین,B-DAT
93054,هم,I-DAT
93055,به‌طور,O
93056,کلی,O
93057,با,O
93058,فلسفه,O
93059,پیوند,O
93060,خوبی,O
93061,نداشته‌است,O
93062,.,O
93063,گروهی,O
93064,دیگر,O
93065,گرچه,O
93066,از,O
93067,فلسفه,O
93068,به,O
93069,عنوان,O
93070,یک,O
93071,علم,O
93072,پشتیبانی,O
93073,می‌کنند,O
93074,اما,O
93075,نسبت,O
93076,به,O
93077,آسیب‌های,O
93078,آن,O
93079,هشدار,O
93080,می‌دهند,O
93081,https,O
93082,://,O
93083,en.wikipedia.org/wiki/Philosophy#Criticism,O
93084,رنه,B-PER
93085,دکارت,I-PER
93086,هم,O
93087,بر,O
93088,این,O
93089,باور,O
93090,است,O
93091,که,O
93092,هرچقدر,O
93093,یک,O
93094,فیلسوف,O
93095,بزرگ‌تر,O
93096,باشد,O
93097,،,O
93098,امکان,O
93099,خطای,O
93100,او,O
93101,بیشتر,O
93102,است,O
93103,.,O
93104,سیستم‌عامل,O
93105,گنو,O
93106,در,B-DAT
93107,سال,I-DAT
93108,۱۹۸۳,I-DAT
93109,(,O
93110,میلادی,B-DAT
93111,),O
93112,باهدف,O
93113,ایجاد,O
93114,یک,O
93115,سیستم‌عامل,O
93116,کامل,O
93117,و,O
93118,آزاد,O
93119,شبه,O
93120,یونیکس,O
93121,به‌وسیله,O
93122,ریچارد,B-PER
93123,استالمن,I-PER
93124,پایه‌گذاری,O
93125,شد,O
93126,.,O
93127,پروژه,O
93128,گنو,O
93129,در,B-DAT
93130,سال,I-DAT
93131,۱۹۸۴,I-DAT
93132,(,O
93133,میلادی,B-DAT
93134,),O
93135,باهدف,O
93136,پشتیبانی,O
93137,و,O
93138,تولید,O
93139,نرم‌افزار,O
93140,آزاد,O
93141,برای,O
93142,سیستم‌عامل,O
93143,گنو,O
93144,تاسیس,O
93145,شد,O
93146,.,O
93147,بنیاد,B-ORG
93148,نرم‌افزار,I-ORG
93149,آزاد,I-ORG
93150,در,B-DAT
93151,سال,I-DAT
93152,۱۹۸۵,I-DAT
93153,(,O
93154,میلادی,B-DAT
93155,),O
93156,باهدف,O
93157,حمایت,O
93158,از,O
93159,جنبش,B-ORG
93160,نرم‌افزار,I-ORG
93161,آزاد,I-ORG
93162,و,O
93163,به,O
93164,ویژه,O
93165,پروژه,O
93166,گنو,O
93167,شروع,O
93168,به‌کار,O
93169,کرد,O
93170,.,O
93171,در,B-DAT
93172,دهه,I-DAT
93173,۱۹۷۰,I-DAT
93174,و,O
93175,اوایل,B-DAT
93176,دهه,I-DAT
93177,۱۹۸۰,I-DAT
93178,،,O
93179,برنامه‌نویس,O
93180,رایانه,O
93181,تمامی,O
93182,کدهایی,O
93183,را,O
93184,که,O
93185,می‌نوشتند,O
93186,با,O
93187,دیگران,O
93188,به,O
93189,اشتراک,O
93190,می‌گذاشتند,O
93191,.,O
93192,اما,O
93193,در,B-DAT
93194,اوایل,I-DAT
93195,دهه,I-DAT
93196,۱۹۸۰,I-DAT
93197,همه‌چیز,O
93198,به,O
93199,آرامی,O
93200,دگرگون,O
93201,شد,O
93202,.,O
93203,شرکت‌های,O
93204,نرم‌افزاری,O
93205,دیگر,O
93206,متن,O
93207,برنامه‌های,O
93208,خود,O
93209,را,O
93210,در,O
93211,اختیار,O
93212,دیگران,O
93213,قرار,O
93214,نمی‌دادند,O
93215,.,O
93216,از‌این‌پس,O
93217,به,O
93218,اشتراک,O
93219,گذاری,O
93220,نرم‌افزار,O
93221,جرم,O
93222,محسوب,O
93223,می‌شد,O
93224,.,O
93225,در,O
93226,همین,O
93227,سال‌ها,O
93228,ریچارد,B-PER
93229,استالمن,I-PER
93230,در,O
93231,آزمایشگاه,O
93232,هوش,O
93233,مصنوعی,O
93234,موسسه,B-ORG
93235,تکنولوژی,I-ORG
93236,ماساچوست,I-ORG
93237,(,O
93238,MIT,B-ORG
93239,مشغول,O
93240,به‌کار,O
93241,بود,O
93242,.,O
93243,نخستین,O
93244,گام,O
93245,برای,O
93246,داشتن,O
93247,یک,O
93248,رایانه,O
93249,آزاد,O
93250,،,O
93251,وجود,O
93252,یک,O
93253,سیستم‌عامل,O
93254,آزاد,O
93255,و,O
93256,نرم‌افزار,O
93257,آزاد,O
93258,بر‌روی,O
93259,آن,O
93260,بود,O
93261,بنابراین,O
93262,ریچارد,B-PER
93263,استالمن,I-PER
93264,پروژه,O
93265,گنو,O
93266,را,O
93267,آغاز,O
93268,کرد,O
93269,.,O
93270,به,O
93271,این,O
93272,ترتیب,O
93273,ابزارهای,O
93274,نخستین,O
93275,مورد‌نیاز,O
93276,برای,O
93277,طراحی,O
93278,و,O
93279,ساخت,O
93280,یک,O
93281,سیستم‌عامل,O
93282,فراهم,O
93283,شد,O
93284,.,O
93285,در,B-DAT
93286,سال,I-DAT
93287,۱۹۸۵,I-DAT
93288,بنیاد,B-ORG
93289,نرم‌افزارهای,I-ORG
93290,آزاد,I-ORG
93291,پایه‌گذاری,O
93292,شد,O
93293,،,O
93294,مفهوم,O
93295,کپی‌لفت,O
93296,به,O
93297,وجود,O
93298,آمد,O
93299,و,O
93300,اجازه‌نامه,O
93301,جامع,O
93302,و,O
93303,عمومی,O
93304,گنو,O
93305,(,O
93306,GPL,O
93307,برای,O
93308,حمایت,O
93309,نرم‌افزارهای,O
93310,آزاد,O
93311,و,O
93312,تضمین,O
93313,آزادی,O
93314,کابران,O
93315,نوشته,O
93316,شد,O
93317,.,O
93318,تا,B-DAT
93319,سال,I-DAT
93320,۱۹۹۰,I-DAT
93321,تمامی,O
93322,اجزای,O
93323,یک,O
93324,سیستم‌عامل,O
93325,به,O
93326,غیر,O
93327,از,O
93328,هسته,O
93329,آن,O
93330,آماده,O
93331,بود,O
93332,.,O
93333,در,B-DAT
93334,سال,I-DAT
93335,۱۹۹۱,I-DAT
93336,لینوس,B-PER
93337,توروالدز,I-PER
93338,هسته‌ای,O
93339,با,O
93340,نام,O
93341,لینوکس,O
93342,را,O
93343,پدیدآورد,O
93344,.,O
93345,البته,O
93346,بنیاد,B-ORG
93347,نرم‌افزارهای,I-ORG
93348,آزاد,I-ORG
93349,تهیه,O
93350,کرده‌است,O
93351,.,O
93352,ریچارد,B-PER
93353,استالمن,I-PER
93354,این,O
93355,نام,O
93356,را,O
93357,روشی,O
93358,خلاقانه,O
93359,برای,O
93360,ادای,O
93361,دین,O
93362,به,O
93363,سیستم‌عامل,O
93364,یونیکس,O
93365,می‌داند,O
93366,،,O
93367,زیرا,O
93368,استفاده,O
93369,از,O
93370,نام,O
93371,یونیکس,O
93372,به,O
93373,دلیل,O
93374,علامت,O
93375,تجاری,O
93376,بودن,O
93377,در,O
93378,یک,O
93379,محصول,O
93380,دیگر,O
93381,بدون,O
93382,اجازه,O
93383,ممکن,O
93384,نیست,O
93385,.,O
93386,همچنین,O
93387,گنو,O
93388,نام,O
93389,نوعی,O
93390,گاو,O
93391,وحشی,O
93392,است,O
93393,که,O
93394,در,O
93395,آفریقا,B-LOC
93396,زندگی,O
93397,می‌کند,O
93398,.,O
93399,اقیانوس,B-LOC
93400,منجمد,I-LOC
93401,شمالی,I-LOC
93402,یا,O
93403,اقیانوس,B-LOC
93404,شمالگان,I-LOC
93405,کوچک‌ترین,O
93406,اقیانوس,B-LOC
93407,جهان,O
93408,است,O
93409,که,O
93410,مساحت,O
93411,آن,O
93412,۱۴,O
93413,٬,O
93414,۰۵۶,O
93415,٬,O
93416,۰۰۰,O
93417,کیلومترمربع,O
93418,می‌باشد,O
93419,.,O
93420,عمق,O
93421,متوسط,O
93422,این,O
93423,اقیانوس,B-LOC
93424,۱۰۳۸,O
93425,متر,O
93426,برآورد,O
93427,شده‌است,O
93428,.,O
93429,این,O
93430,اقیانوس,O
93431,در,O
93432,پیرامون,O
93433,قطب,O
93434,شمال,O
93435,و,O
93436,در,O
93437,ناحیه,O
93438,شمالگان,O
93439,واقع‌شده,O
93440,و,O
93441,در‌ضمن,O
93442,کوچک‌ترین,O
93443,و,O
93444,کم‌عمق‌ترین,O
93445,اقیانوس,B-LOC
93446,جهان,O
93447,به‌شمار,O
93448,می‌رود,O
93449,.,O
93450,سازمان,B-ORG
93451,بین‌المللی,I-ORG
93452,آب‌نگاری,O
93453,آن,O
93454,را,O
93455,به,O
93456,عنوان,O
93457,یک,O
93458,اقیانوس,B-LOC
93459,به,O
93460,رسمیت,O
93461,می‌شناسد,O
93462,،,O
93463,ولی,O
93464,برخی,O
93465,از,O
93466,اقیانوس‌نگاری,B-LOC
93467,آن,O
93468,را,O
93469,دریای,O
93470,منجمد,B-LOC
93471,شمالی,I-LOC
93472,نام,O
93473,نهاده‌اند,O
93474,.,O
93475,از,O
93476,نگاهی,O
93477,دیگر,O
93478,،,O
93479,این,O
93480,اقیانوس,B-LOC
93481,را,O
93482,می‌توان,O
93483,شمالی‌ترین,O
93484,بخش,O
93485,اقیانوس,B-LOC
93486,جهانی,I-LOC
93487,دانست,O
93488,.,O
93489,دریای,B-LOC
93490,بارنتز,I-LOC
93491,با,O
93492,مساحت,O
93493,۱۴۲۴,O
93494,کیلومترمربع,O
93495,و,O
93496,عمق,O
93497,۶۰۰,O
93498,متر,O
93499,.,O
93500,دریای,B-LOC
93501,سفید,I-LOC
93502,با,O
93503,مساحت,O
93504,۹۰۰۰۰,O
93505,کیلومترمربع,O
93506,،,O
93507,چون,O
93508,این,O
93509,دریاچه,O
93510,همیشه,O
93511,یخ,O
93512,بسته‌است,O
93513,تعیین,O
93514,عمق,O
93515,آن,O
93516,دشوار,O
93517,است,O
93518,.,O
93519,دریای,B-LOC
93520,سیبری,I-LOC
93521,شرقی,I-LOC
93522,که,O
93523,مساحتش,O
93524,۹۱۳۰۰۰,O
93525,کیلومترمربع,O
93526,و,O
93527,عمق,O
93528,متوسط,O
93529,آن,O
93530,۵۴,O
93531,متر,O
93532,و,O
93533,عمیق‌ترین,O
93534,نقطه,O
93535,آن,O
93536,۹۱۵,O
93537,متر,O
93538,می‌باشد,O
93539,.,O
93540,دریای,B-LOC
93541,کارا,I-LOC
93542,با,O
93543,مساحت,O
93544,نزدیک,O
93545,به,O
93546,۰۰۰,O
93547,۸۸۳,O
93548,کیلومترمربع,O
93549,و,O
93550,عمق,O
93551,۳۰,O
93552,تا,O
93553,۱۰۰,O
93554,متر,O
93555,.,O
93556,دریای,B-LOC
93557,لاپتف,I-LOC
93558,با,O
93559,مساحت,O
93560,۰۰۰,O
93561,۶۶۲,O
93562,کیلومترمربع,O
93563,و,O
93564,عمق,O
93565,متوسط,O
93566,۵۰,O
93567,متر,O
93568,.,O
93569,دریای,B-LOC
93570,چوکچی,I-LOC
93571,با,O
93572,مساحت,O
93573,۰۰۰,O
93574,۵۹۵,O
93575,کیلومترمربع,O
93576,و,O
93577,با,O
93578,عمق,O
93579,میانگین,O
93580,کمتر,O
93581,از,O
93582,۵۰,O
93583,متر,O
93584,.,O
93585,دانشمندان,O
93586,دریافته‌اند,O
93587,که,O
93588,باد,O
93589,و,O
93590,جریان‌های,O
93591,دریایی,O
93592,دست,O
93593,به,O
93594,دست,O
93595,هم,O
93596,داده,O
93597,و,O
93598,کوه‌های,B-LOC
93599,یخی,I-LOC
93600,دریایی,O
93601,را,O
93602,از,O
93603,تمامی,O
93604,مناطق,O
93605,شمالگان,O
93606,به,O
93607,سوی,O
93608,کرانه‌های,O
93609,شمالی,O
93610,گرینلند,B-LOC
93611,و,O
93612,مجمع‌الجزایر,B-ORG
93613,شمالگانی,I-ORG
93614,کانادا,O
93615,هدایت,O
93616,می‌کنند,O
93617,.,O
93618,بنا‌بر‌این,O
93619,داده‌ها,O
93620,،,O
93621,دانشمندان,O
93622,معتقدند,O
93623,که,O
93624,با,O
93625,گذر,O
93626,زمان,O
93627,و,O
93628,ادامه,O
93629,گرمایش,O
93630,زمین,O
93631,منطقه,O
93632,یادشده,O
93633,،,O
93634,تنها,O
93635,بخش,O
93636,از,O
93637,اقیانوس,B-LOC
93638,منجمد,I-LOC
93639,شمالی,I-LOC
93640,خواهد,O
93641,بود,O
93642,که,O
93643,هم‌چنان,O
93644,در,O
93645,آن,O
93646,دریای,O
93647,یخ‌بسته,O
93648,دیده,O
93649,خواهد,O
93650,شد,O
93651,.,O
93652,این,O
93653,منطقه,O
93654,نسبتا,O
93655,آرام,O
93656,دریایی,O
93657,چشم‌اندازهای,O
93658,زیبا,O
93659,و,O
93660,بیش,O
93661,از,O
93662,۳۶,O
93663,هزار,O
93664,جزیره,O
93665,دارد,O
93666,که,O
93667,شامل,O
93668,جزیره,B-LOC
93669,الزمیر,I-LOC
93670,و,O
93671,جزیره,B-LOC
93672,بافین,I-LOC
93673,هستند,O
93674,.,O
93675,در,O
93676,یونان,O
93677,باستان,O
93678,پزشکانی,O
93679,چون,O
93680,بقراط,B-PER
93681,پزشکی,O
93682,را,O
93683,به,O
93684,عنوان,O
93685,دانش,O
93686,و,O
93687,فنی,O
93688,مجزا,O
93689,مطرح,O
93690,کردند,O
93691,و,O
93692,بنیانگذاران,O
93693,راهی,O
93694,بودند,O
93695,که,O
93696,بعدها,O
93697,توسط,O
93698,پزشکانی,O
93699,همچون,O
93700,ابن‌سینا,O
93701,و,O
93702,رازی,O
93703,(,O
93704,رازی,O
93705,مسلمان,O
93706,نبوده,O
93707,و,O
93708,تنها,O
93709,به,O
93710,توحید,O
93711,اعتقاد,O
93712,داشته,O
93713,یعنی,O
93714,موحد,O
93715,بوده,O
93716,اما,O
93717,به,O
93718,اشتباه,O
93719,عنوان,O
93720,می‌شود,O
93721,که,O
93722,وی,O
93723,مسلمان,O
93724,بوده‌است,O
93725,),O
93726,طی,O
93727,شد,O
93728,.,O
93729,از,B-DAT
93730,قرن,I-DAT
93731,۱۹,I-DAT
93732,آنچه,O
93733,به,O
93734,عنوان,O
93735,پزشکی,O
93736,مدرن,O
93737,شناخته,O
93738,می‌شود,O
93739,بنیان,O
93740,گذاشته,O
93741,شد,O
93742,.,O
93743,در,B-DAT
93744,اواخر,I-DAT
93745,قرن,I-DAT
93746,بیستم,I-DAT
93747,و,O
93748,دوران,O
93749,معاصر,O
93750,دانش,O
93751,ژنتیک,O
93752,رویکرد,O
93753,نسبت,O
93754,به,O
93755,درمان,O
93756,و,O
93757,بیماری‌ها,O
93758,را,O
93759,دچار,O
93760,تحولی,O
93761,جدی,O
93762,کرد,O
93763,به‌طوری‌که,O
93764,ژنتیک,O
93765,پزشکی,O
93766,را,O
93767,دارای,O
93768,نقشی,O
93769,متحول‌کننده,O
93770,برای,O
93771,پزشکی,O
93772,از,O
93773,درمان,O
93774,محور,O
93775,بودن,O
93776,به,O
93777,حفظ,O
93778,سلامتی,O
93779,دانسته‌اند,O
93780,.,O
93781,پزشکی,O
93782,مدرن,O
93783,با,O
93784,انتقاداتی,O
93785,هم,O
93786,مواجه,O
93787,است,O
93788,از‌جمله,O
93789,عدم,O
93790,دسترسی,O
93791,مناطق,O
93792,محروم,O
93793,و,O
93794,طبقه,O
93795,کم‌درآمد,O
93796,بعضی,O
93797,جوامع,O
93798,به,O
93799,خدمات,O
93800,پزشکی,O
93801,گران‌قیمت,O
93802,که,O
93803,در,O
93804,این,O
93805,راه,O
93806,سازمان‌هایی,O
93807,همچون,O
93808,سازمان,B-ORG
93809,جهانی,I-ORG
93810,بهداشت,I-ORG
93811,با,O
93812,تعیین,O
93813,سیاست‌های,O
93814,جهانی,O
93815,و,O
93816,ایجاد,O
93817,مسئولیت,O
93818,در,O
93819,کشورها,O
93820,و,O
93821,سیاستمداران,O
93822,نسبت,O
93823,به,O
93824,سلامت,O
93825,سعی,O
93826,در,O
93827,رفع,O
93828,این,O
93829,نقیصه,O
93830,را,O
93831,دارند,O
93832,.,O
93833,پزشکی,O
93834,ماقبل,O
93835,تاریخ,B-DAT
93836,دوره‌های,I-DAT
93837,زمانی,O
93838,گسترده‌ای,O
93839,را,O
93840,می‌تواند,O
93841,دربر,O
93842,گیرد,O
93843,.,O
93844,اولین,O
93845,جراحی,O
93846,احتمالا,O
93847,در,O
93848,۲۷۵۰,O
93849,پیش,O
93850,از,O
93851,میلاد,O
93852,در,O
93853,مصر,B-LOC
93854,انجام,O
93855,شده‌است,O
93856,.,O
93857,اولین,O
93858,پزشک,O
93859,شناخته‌شده,O
93860,هم,O
93861,احتمالا,O
93862,هسی,O
93863,رع,O
93864,رئیس,O
93865,پزشکان,O
93866,و,O
93867,دندان‌پزشکان,O
93868,پادشاه,O
93869,جوزر,B-PER
93870,در,B-DAT
93871,قرن,I-DAT
93872,۲۷,I-DAT
93873,پیش,O
93874,از,O
93875,میلاد,O
93876,است,O
93877,.,O
93878,بسیاری,O
93879,از,O
93880,منابع,O
93881,بقراط,B-PER
93882,را,O
93883,پدر,O
93884,پزشکی,O
93885,می‌دانند,O
93886,،,O
93887,او,O
93888,پایه‌های,O
93889,رویکرد,O
93890,منطقی,O
93891,به,O
93892,پزشکی,O
93893,را,O
93894,بنا,O
93895,نهاد,O
93896,.,O
93897,مایکل,O
93898,سروانتس,O
93899,به‌طور,O
93900,مستقل,O
93901,از,O
93902,ابن,B-PER
93903,نفیس,I-PER
93904,جریان,O
93905,خون,O
93906,ریوی,O
93907,را,O
93908,دوباره,O
93909,کشف,O
93910,کرد,O
93911,ولی,O
93912,این,O
93913,کشف,O
93914,منتشر,O
93915,نشد,O
93916,.,O
93917,بر,O
93918,مبنای,O
93919,کارهای,O
93920,کولومبوس,O
93921,بعدها,O
93922,ویلیام,B-PER
93923,هاروی,I-PER
93924,پزشک,O
93925,انگلیسی,O
93926,دستگاه,O
93927,گردش,O
93928,خون,O
93929,را,O
93930,توصیف,O
93931,کرد,O
93932,.,O
93933,حرفه,O
93934,پزشکی,O
93935,در,B-DAT
93936,قرن,I-DAT
93937,نوزدهم,I-DAT
93938,در,O
93939,پی,O
93940,پیشرفت‌های,O
93941,سریع,O
93942,علم,O
93943,و,O
93944,رویکردهای,O
93945,نوین,O
93946,پزشکان,O
93947,دستخوش,O
93948,تغییر,O
93949,شد,O
93950,.,O
93951,در,B-DAT
93952,اواخر,I-DAT
93953,قرن,I-DAT
93954,نوزدهم,I-DAT
93955,و,O
93956,اوایل,B-DAT
93957,قرن,I-DAT
93958,بیستم,I-DAT
93959,آماردانان,O
93960,انگلیسی,O
93961,به,O
93962,رهبری,O
93963,فرانسیس,B-PER
93964,گالتون,I-PER
93965,،,O
93966,کارل,B-PER
93967,پیرسون,I-PER
93968,و,O
93969,رونالد,O
93970,فیشر,O
93971,ابزارهای,O
93972,آماری,O
93973,برای,O
93974,مرتبط‌سازی,O
93975,و,O
93976,آزمودن,O
93977,فرضیه‌ها,O
93978,ابداع,O
93979,کردند,O
93980,که,O
93981,امکان,O
93982,آنالیزهای,O
93983,پیچیده‌تر,O
93984,اطلاعات,O
93985,را,O
93986,فراهم,O
93987,می‌کرد,O
93988,.,O
93989,در,B-DAT
93990,قرن,I-DAT
93991,بیستم,I-DAT
93992,جنگ‌های,O
93993,بزرگ,O
93994,همراه,O
93995,با,O
93996,حضور,O
93997,پزشکان,O
93998,و,O
93999,بیمارستان‌های,O
94000,سیار,O
94001,بودند,O
94002,.,O
94003,در,O
94004,طی,O
94005,جنگ,B-EVE
94006,جهانی,I-EVE
94007,اولین,O
94008,تکنیک,O
94009,اشعه,O
94010,ایکس,O
94011,در,O
94012,تشخیص,O
94013,گسترش,O
94014,یافت,O
94015,و,O
94016,استفاده,O
94017,از,O
94018,مواد,O
94019,ضدعفونی‌کننده,O
94020,برای,O
94021,پیشگیری,O
94022,از,O
94023,قانقاریای,O
94024,زخم‌ها,O
94025,فراگیر,O
94026,شد,O
94027,.,O
94028,در,O
94029,جنگ,B-EVE
94030,جهانی,I-EVE
94031,دوم,I-EVE
94032,مراقبت,O
94033,از,O
